gene_symbol,cell_type
CNTRL,Microglia
CFP,Microglia
CH25H,Microglia
CLCN5,Microglia
CLEC10A,Microglia
CLEC4A,Microglia
CLEC6A,Microglia
CLEC5A,Microglia
COTL1,Microglia
CRADD,Microglia
CREG1,Microglia
CRYL1,Microglia
CSF1R,Microglia
CSF3R,Microglia
CSK,Microglia
CTSB,Microglia
CTSC,Microglia
CTSD,Microglia
CTSS,Microglia
CTSZ,Microglia
CX3CR1,Microglia
CXCL10,Microglia
CXCL16,Microglia
CXCL2,Microglia
CXCL3,Microglia
CYBB,Microglia
CYSLTR1,Microglia
CYTH4,Microglia
DAB2,Microglia
DAZAP2,Microglia
DCLRE1C,Microglia
DENND1B,Microglia
DENND1C,Microglia
DHDH,Microglia
DNASE2,Microglia
DOCK2,Microglia
DOCK8,Microglia
DRAM1,Microglia
DSE,Microglia
DSN1,Microglia
DTX2,Microglia
EBI3,Microglia
EGR2,Microglia
EHD1,Microglia
EHD4,Microglia
ELMSAN1,Microglia
EML3,Microglia
EMR1,Microglia
EPSTI1,Microglia
ETHE1,Microglia
EVI2B,Microglia
F13A1,Microglia
FAU,Microglia
FBXW4,Microglia
FCER1G,Microglia
FCGR1A,Microglia
FCGR2B,Microglia
FCGR2A,Microglia
FERMT3,Microglia
FGD2,Microglia
FMO5,Microglia
FNDC3A,Microglia
FNIP2,Microglia
FOLR2,Microglia
FRRS1,Microglia
FTL,Microglia
GALNT12,Microglia
GDF15,Microglia
GDPD3,Microglia
GINS2,Microglia
LILRB3,Microglia
MTHFS,Microglia
GMFG,Microglia
GNPDA1,Microglia
GNS,Microglia
LILRB4,Microglia
GPR160,Microglia
GPR183,Microglia
GPR34,Microglia
GPR65,Microglia
GPX3,Microglia
GRN,Microglia
HLA-DQA1,Microglia
HLA-A,Microglia
HAVCR2,Microglia
HCK,Microglia
HCLS1,Microglia
HEXA,Microglia
HEXB,Microglia
HIST1H2AL,Microglia
HIST1H3F,Microglia
HIST2H2BF,Microglia
HK2,Microglia
HK3,Microglia
HMHA1,Microglia
HMOX1,Microglia
HPGD,Microglia
HPGDS,Microglia
HPS3,Microglia
HVCN1,Microglia
IER5,Microglia
IGSF6,Microglia
IKZF1,Microglia
IL10RA,Microglia
IL16,Microglia
IL18BP,Microglia
IL1A,Microglia
IL1B,Microglia
IL4R,Microglia
INPP5D,Microglia
IRAK4,Microglia
IRF5,Microglia
IRF8,Microglia
ITGAM,Microglia
ITGB2,Microglia
ITSN1,Microglia
JMJD1C,Microglia
KDM2B,Microglia
KHK,Microglia
LAIR1,Microglia
LAPTM5,Microglia
LAT2,Microglia
LCP1,Microglia
LCP2,Microglia
LEPREL1,Microglia
LGMN,Microglia
LILRA5,Microglia
LPXN,Microglia
LRMP,Microglia
LRP6,Microglia
LY86,Microglia
LY96,Microglia
LYL1,Microglia
LYVE1,Microglia
LYZ,Microglia
MAF,Microglia
MAML1,Microglia
MAN1C1,Microglia
MAN2B1,Microglia
MAP3K14,Microglia
MAPKAPK2,Microglia
MASP2,Microglia
MB21D1,Microglia
MBNL1,Microglia
MCFD2,Microglia
METTL20,Microglia
MFSD1,Microglia
MKI67,Microglia
MKNK1,Microglia
MLXIPL,Microglia
MOCOS,Microglia
MPEG1,Microglia
MPP1,Microglia
MRC1,Microglia
MS4A6A,Microglia
MS4A7,Microglia
MSR1,Microglia
MTR,Microglia
MYO1F,Microglia
"NAGPA",Microglia
NCF1,Microglia
NCF2,Microglia
NCF4,Microglia
NCKAP1L,Microglia
NCOA3,Microglia
NDST2,Microglia
NFAM1,Microglia
NFATC2,Microglia
NFKBID,Microglia
NFXL1,Microglia
NHLRC3,Microglia
NINJ1,Microglia
NLRP3,Microglia
NPL,Microglia
NRROS,Microglia
NUAK2,Microglia
ORAI1,Microglia
OSBPL11,Microglia
P2RX4,Microglia
P2RX7,Microglia
P2RY12,Microglia
P2RY13,Microglia
P2RY6,Microglia
PACSIN2,Microglia
PAOX,Microglia
PARVG,Microglia
PDE3B,Microglia
PF4,Microglia
PIK3CD,Microglia
PIK3CG,Microglia
PIK3R5,Microglia
PKN1,Microglia
PLA2G15,Microglia
PLAGL2,Microglia
PLAU,Microglia
PLCG2,Microglia
PLD4,Microglia
PLEK,Microglia
PMF1,Microglia
PMF1-BGLAP,Microglia
PNRC1,Microglia
POLA1,Microglia
PPCDC,Microglia
PTAFR,Microglia
PTPLAD2,Microglia
PTPN18,Microglia
PTPN6,Microglia
PXN,Microglia
PYCARD,Microglia
PYROXD2,Microglia
RAB32,Microglia
RAB39A,Microglia
RAB3IL1,Microglia
RAB43,Microglia
RAB8B,Microglia
RAC2,Microglia
RAD51AP1,Microglia
RBPJ,Microglia
RCAN1,Microglia
REL,Microglia
RENBP,Microglia
RGS1,Microglia
RGS2,Microglia
RHOH,Microglia
RILPL2,Microglia
RNASEL,Microglia
RNF19B,Microglia
RP2,Microglia
RPL35A,Microglia
RRP1B,Microglia
SASH3,Microglia
SCEL,Microglia
SCPEP1,Microglia
SELPLG,Microglia
SERPINB8,Microglia
SGPL1,Microglia
SGSH,Microglia
SH2B2,Microglia
SH2B3,Microglia
SH3BP1,Microglia
SHCBP1,Microglia
SKAP2,Microglia
SLA,Microglia
SLAMF9,Microglia
SLC15A3,Microglia
SLC16A6,Microglia
SLC2A5,Microglia
SLC37A2,Microglia
SLC38A6,Microglia
SLC7A7,Microglia
SLC9A9,Microglia
SNX2,Microglia
SNX5,Microglia
SP110,Microglia
SPI1,Microglia
SPIDR,Microglia
SRGAP2,Microglia
SSH2,Microglia
STAB1,Microglia
STAG3,Microglia
STK3,Microglia
SUSD1,Microglia
SUSD3,Microglia
SYK,Microglia
TAGAP,Microglia
TBXAS1,Microglia
TFEC,Microglia
TGFBI,Microglia
TGFBR1,Microglia
TLN2,Microglia
TLR2,Microglia
TLR7,Microglia
TMCO4,Microglia
TMEM106A,Microglia
TMEM119,Microglia
TMEM86A,Microglia
TMEM8A,Microglia
TNFAIP8L2,Microglia
TNF,Microglia
TNFRSF11A,Microglia
TNFRSF1B,Microglia
TREM2,Microglia
TRIM21,Microglia
TSLP,Microglia
TUBB6,Microglia
TUFT1,Microglia
TWF1,Microglia
TYMS,Microglia
TYROBP,Microglia
UAP1L1,Microglia
UGT1A3,Microglia
UNC93B1,Microglia
VAV1,Microglia
VCAN,Microglia
WDFY4,Microglia
WSB1,Microglia
WWP1,Microglia
ZC3H12C,Microglia
ZNF274,Microglia
ZNF710,Microglia
ZSWIM6,Microglia
MST4,CA1 Pyramidal
KIAA0247,CA1 Pyramidal
ABHD17C,CA1 Pyramidal
ABI1,CA1 Pyramidal
ACOT4,CA1 Pyramidal
ACTL6B,CA1 Pyramidal
ACTR2,CA1 Pyramidal
ACTR3,CA1 Pyramidal
ADAMTS7,CA1 Pyramidal
ADCK3,CA1 Pyramidal
ADD2,CA1 Pyramidal
ADRA1D,CA1 Pyramidal
ADRA2C,CA1 Pyramidal
AFF3,CA1 Pyramidal
AGAP3,CA1 Pyramidal
AGFG2,CA1 Pyramidal
AHI1,CA1 Pyramidal
ALOX12B,CA1 Pyramidal
ALOXE3,CA1 Pyramidal
AMZ1,CA1 Pyramidal
ANO5,CA1 Pyramidal
AP1S1,CA1 Pyramidal
AP3B2,CA1 Pyramidal
AR,CA1 Pyramidal
ARF1,CA1 Pyramidal
ARF5,CA1 Pyramidal
ARHGAP39,CA1 Pyramidal
ARHGEF28,CA1 Pyramidal
ARHGEF9,CA1 Pyramidal
ARL15,CA1 Pyramidal
ARPC2,CA1 Pyramidal
ARPC5,CA1 Pyramidal
ARSJ,CA1 Pyramidal
ASAP2,CA1 Pyramidal
ASPHD2,CA1 Pyramidal
B3GAT1,CA1 Pyramidal
B4GALNT1,CA1 Pyramidal
BAG4,CA1 Pyramidal
BCR,CA1 Pyramidal
BHLHE22,CA1 Pyramidal
BRD9,CA1 Pyramidal
BVES,CA1 Pyramidal
C2CD2L,CA1 Pyramidal
C2CD4B,CA1 Pyramidal
CACNA1E,CA1 Pyramidal
CACNG8,CA1 Pyramidal
CADM2,CA1 Pyramidal
CAMSAP3,CA1 Pyramidal
CAMTA2,CA1 Pyramidal
CASD1,CA1 Pyramidal
CCDC109B,CA1 Pyramidal
CCDC112,CA1 Pyramidal
CCDC177,CA1 Pyramidal
C15orf57,CA1 Pyramidal
CCDC85B,CA1 Pyramidal
CCDC88C,CA1 Pyramidal
CCRN4L,CA1 Pyramidal
CDC25B,CA1 Pyramidal
CDC40,CA1 Pyramidal
CDK17,CA1 Pyramidal
CDS1,CA1 Pyramidal
CELSR2,CA1 Pyramidal
CHD3,CA1 Pyramidal
CHRD,CA1 Pyramidal
CHRM5,CA1 Pyramidal
CHST15,CA1 Pyramidal
CHST1,CA1 Pyramidal
CLCNKB,CA1 Pyramidal
CPNE6,CA1 Pyramidal
CPSF2,CA1 Pyramidal
CPT1C,CA1 Pyramidal
CRYM,CA1 Pyramidal
CSMD1,CA1 Pyramidal
CSTF3,CA1 Pyramidal
CTNND2,CA1 Pyramidal
CYS1,CA1 Pyramidal
KIAA1549,CA1 Pyramidal
SGK223,CA1 Pyramidal
DAGLA,CA1 Pyramidal
DAPK1,CA1 Pyramidal
DCAKD,CA1 Pyramidal
DCBLD1,CA1 Pyramidal
DCLK2,CA1 Pyramidal
DCN,CA1 Pyramidal
DEPDC7,CA1 Pyramidal
DIAPH3,CA1 Pyramidal
DIO3,CA1 Pyramidal
DLGAP4,CA1 Pyramidal
DOC2B,CA1 Pyramidal
DOCK4,CA1 Pyramidal
DPF1,CA1 Pyramidal
DPYD,CA1 Pyramidal
DRD5,CA1 Pyramidal
DSCAML1,CA1 Pyramidal
DTNBP1,CA1 Pyramidal
DTWD1,CA1 Pyramidal
DUSP4,CA1 Pyramidal
EFCAB6,CA1 Pyramidal
EFR3A,CA1 Pyramidal
EID1,CA1 Pyramidal
ELK1,CA1 Pyramidal
EPHA6,CA1 Pyramidal
EPHB2,CA1 Pyramidal
ETV1,CA1 Pyramidal
EVC2,CA1 Pyramidal
FAAH,CA1 Pyramidal
FAM103A1,CA1 Pyramidal
FAM132A,CA1 Pyramidal
FAM210B,CA1 Pyramidal
FAM60A,CA1 Pyramidal
FAM65A,CA1 Pyramidal
FAT4,CA1 Pyramidal
FBN1,CA1 Pyramidal
FBN2,CA1 Pyramidal
FGF10,CA1 Pyramidal
FIGF,CA1 Pyramidal
FKBP1A,CA1 Pyramidal
FKBP5,CA1 Pyramidal
FNDC4,CA1 Pyramidal
FOXO6,CA1 Pyramidal
FRAS1,CA1 Pyramidal
GABBR1,CA1 Pyramidal
GABRA5,CA1 Pyramidal
GAL3ST3,CA1 Pyramidal
GALNT16,CA1 Pyramidal
GALNT3,CA1 Pyramidal
GAPDH,CA1 Pyramidal
GAREM,CA1 Pyramidal
IQCJ-SCHIP1,CA1 Pyramidal
C9orf172,CA1 Pyramidal
GNAQ,CA1 Pyramidal
GPD2,CA1 Pyramidal
GPR151,CA1 Pyramidal
GPR161,CA1 Pyramidal
GPR25,CA1 Pyramidal
GPR39,CA1 Pyramidal
GPR45,CA1 Pyramidal
GPR63,CA1 Pyramidal
GPR64,CA1 Pyramidal
GRASP,CA1 Pyramidal
GREM1,CA1 Pyramidal
GRID1,CA1 Pyramidal
GRIN2A,CA1 Pyramidal
GRINA,CA1 Pyramidal
GSE1,CA1 Pyramidal
HLA-DMA,CA1 Pyramidal
HAS3,CA1 Pyramidal
HECTD2,CA1 Pyramidal
HS6ST3,CA1 Pyramidal
HTR4,CA1 Pyramidal
HUNK,CA1 Pyramidal
IDO2,CA1 Pyramidal
IFNGR2,CA1 Pyramidal
INSL5,CA1 Pyramidal
IRAK1BP1,CA1 Pyramidal
ITGBL1,CA1 Pyramidal
JPH1,CA1 Pyramidal
JPH4,CA1 Pyramidal
KBTBD11,CA1 Pyramidal
KCNA4,CA1 Pyramidal
KCNB2,CA1 Pyramidal
KCNG2,CA1 Pyramidal
KCNQ3,CA1 Pyramidal
KLHL22,CA1 Pyramidal
KLHL3,CA1 Pyramidal
KLK7,CA1 Pyramidal
KRT79,CA1 Pyramidal
KSR1,CA1 Pyramidal
LCT,CA1 Pyramidal
LENEP,CA1 Pyramidal
LMO1,CA1 Pyramidal
LMO7,CA1 Pyramidal
LPHN3,CA1 Pyramidal
LRFN2,CA1 Pyramidal
LRRC73,CA1 Pyramidal
LRRC7,CA1 Pyramidal
LRRN2,CA1 Pyramidal
LRRN4,CA1 Pyramidal
LYPD1,CA1 Pyramidal
LZTS3,CA1 Pyramidal
MAGEB16,CA1 Pyramidal
MAGEE2,CA1 Pyramidal
MAP4,CA1 Pyramidal
MARCH3,CA1 Pyramidal
MAST3,CA1 Pyramidal
MATK,CA1 Pyramidal
MATN2,CA1 Pyramidal
MC4R,CA1 Pyramidal
MCHR1,CA1 Pyramidal
MEGF11,CA1 Pyramidal
MEGF9,CA1 Pyramidal
MEI4,CA1 Pyramidal
MICAL2,CA1 Pyramidal
MKL1,CA1 Pyramidal
MPP6,CA1 Pyramidal
MSRA,CA1 Pyramidal
MST1R,CA1 Pyramidal
MTUS2,CA1 Pyramidal
MYH7,CA1 Pyramidal
"NAA38",CA1 Pyramidal
"NAPG",CA1 Pyramidal
"NAT14",CA1 Pyramidal
NBEA,CA1 Pyramidal
NCKAP1,CA1 Pyramidal
NCOA7,CA1 Pyramidal
NDST3,CA1 Pyramidal
NDST4,CA1 Pyramidal
NEDD4L,CA1 Pyramidal
NLGN1,CA1 Pyramidal
NOS1,CA1 Pyramidal
NPAS2,CA1 Pyramidal
NPBWR1,CA1 Pyramidal
NPDC1,CA1 Pyramidal
NPHP4,CA1 Pyramidal
NPR3,CA1 Pyramidal
NR4A2,CA1 Pyramidal
NRIP1,CA1 Pyramidal
NSUN7,CA1 Pyramidal
NTN3,CA1 Pyramidal
NTNG1,CA1 Pyramidal
OGFOD1,CA1 Pyramidal
ONECUT2,CA1 Pyramidal
ORAI2,CA1 Pyramidal
OSBPL6,CA1 Pyramidal
OTUB2,CA1 Pyramidal
PALM3,CA1 Pyramidal
PCDH19,CA1 Pyramidal
PCK2,CA1 Pyramidal
PDE10A,CA1 Pyramidal
PFN2,CA1 Pyramidal
PIANP,CA1 Pyramidal
PIP4K2C,CA1 Pyramidal
PIP5K1A,CA1 Pyramidal
PKP2,CA1 Pyramidal
PLA2G4B,CA1 Pyramidal
PLCH2,CA1 Pyramidal
PLCZ1,CA1 Pyramidal
PLXNA1,CA1 Pyramidal
PLXNC1,CA1 Pyramidal
PNMAL1,CA1 Pyramidal
POLE4,CA1 Pyramidal
PPAPDC2,CA1 Pyramidal
PPFIA2,CA1 Pyramidal
PPP1R14C,CA1 Pyramidal
PPP4R4,CA1 Pyramidal
PRICKLE2,CA1 Pyramidal
PRKAB2,CA1 Pyramidal
PRKAG2,CA1 Pyramidal
PRNP,CA1 Pyramidal
PSD3,CA1 Pyramidal
PSRC1,CA1 Pyramidal
PTPRS,CA1 Pyramidal
PTPRU,CA1 Pyramidal
PWWP2B,CA1 Pyramidal
PXDN,CA1 Pyramidal
PYGO1,CA1 Pyramidal
RAB3D,CA1 Pyramidal
RAB3IP,CA1 Pyramidal
RAE1,CA1 Pyramidal
RAP2B,CA1 Pyramidal
RAPGEFL1,CA1 Pyramidal
RASAL1,CA1 Pyramidal
RBBP7,CA1 Pyramidal
RBFOX2,CA1 Pyramidal
RBM43,CA1 Pyramidal
REM2,CA1 Pyramidal
RETN,CA1 Pyramidal
RGS11,CA1 Pyramidal
RNF150,CA1 Pyramidal
RNF165,CA1 Pyramidal
ROCK2,CA1 Pyramidal
ROGDI,CA1 Pyramidal
RPS6KL1,CA1 Pyramidal
RPUSD1,CA1 Pyramidal
RSPO2,CA1 Pyramidal
RTF1,CA1 Pyramidal
RUNX1T1,CA1 Pyramidal
RUNX2,CA1 Pyramidal
RXRG,CA1 Pyramidal
SAMD5,CA1 Pyramidal
SEMA6B,CA1 Pyramidal
SEPT9,CA1 Pyramidal
SERPINA3,CA1 Pyramidal
SERTM1,CA1 Pyramidal
SEZ6L,CA1 Pyramidal
SH3BP5,CA1 Pyramidal
SH3RF1,CA1 Pyramidal
SHANK2,CA1 Pyramidal
SIPA1L3,CA1 Pyramidal
SLC16A14,CA1 Pyramidal
SLC26A4,CA1 Pyramidal
SLC4A7,CA1 Pyramidal
SLC9A2,CA1 Pyramidal
SLC9A4,CA1 Pyramidal
SLIT1,CA1 Pyramidal
SLITRK3,CA1 Pyramidal
SLITRK5,CA1 Pyramidal
SORL1,CA1 Pyramidal
SOWAHA,CA1 Pyramidal
SPEG,CA1 Pyramidal
SPIN1,CA1 Pyramidal
SPINK8,CA1 Pyramidal
SRGAP3,CA1 Pyramidal
SSTR3,CA1 Pyramidal
SSTR4,CA1 Pyramidal
SSX2IP,CA1 Pyramidal
ST7,CA1 Pyramidal
ST8SIA3,CA1 Pyramidal
STIM2,CA1 Pyramidal
STXBP5,CA1 Pyramidal
SUB1,CA1 Pyramidal
SYNGAP1,CA1 Pyramidal
SYT17,CA1 Pyramidal
TACR3,CA1 Pyramidal
TANC1,CA1 Pyramidal
TBATA,CA1 Pyramidal
TCEAL6,CA1 Pyramidal
TCF20,CA1 Pyramidal
TENM4,CA1 Pyramidal
THRB,CA1 Pyramidal
THSD7B,CA1 Pyramidal
TMEM150C,CA1 Pyramidal
TMEM200A,CA1 Pyramidal
TMEM74,CA1 Pyramidal
TMEM8B,CA1 Pyramidal
TNFRSF25,CA1 Pyramidal
TNR,CA1 Pyramidal
TRAIP,CA1 Pyramidal
TRANK1,CA1 Pyramidal
TRIO,CA1 Pyramidal
TTC19,CA1 Pyramidal
TUB,CA1 Pyramidal
UHRF1BP1L,CA1 Pyramidal
UNC13B,CA1 Pyramidal
UNC79,CA1 Pyramidal
USP27X,CA1 Pyramidal
USP46,CA1 Pyramidal
WBSCR17,CA1 Pyramidal
WFS1,CA1 Pyramidal
WIPF3,CA1 Pyramidal
WSCD2,CA1 Pyramidal
XKR4,CA1 Pyramidal
YDJC,CA1 Pyramidal
YPEL1,CA1 Pyramidal
YWHAZ,CA1 Pyramidal
ZC3H12B,CA1 Pyramidal
ZCCHC16,CA1 Pyramidal
ZNF189,CA1 Pyramidal
ZNF251,CA1 Pyramidal
ZNF462,CA1 Pyramidal
ZNF667,CA1 Pyramidal
ZNF831,CA1 Pyramidal
ZFP92,CA1 Pyramidal
ZRANB3,CA1 Pyramidal
ZSCAN18,CA1 Pyramidal
ZSWIM5,CA1 Pyramidal
ZYG11B,CA1 Pyramidal
C11orf52,Interneuron
C17orf100,Interneuron
KIAA1456,Interneuron
ACHE,Interneuron
ACOT7,Interneuron
ADAMTS17,Interneuron
ADAR,Interneuron
AFAP1,Interneuron
AGTPBP1,Interneuron
AKAP7,Interneuron
ALG2,Interneuron
ALK,Interneuron
ANK1,Interneuron
ANKRD34B,Interneuron
ANKRD55,Interneuron
ANKRD6,Interneuron
APBA1,Interneuron
ARAF,Interneuron
ARHGAP24,Interneuron
ARMCX2,Interneuron
ARMCX4,Interneuron
ARNT2,Interneuron
ARRB1,Interneuron
ARX,Interneuron
C12orf39,Interneuron
B4GALT5,Interneuron
BAIAP2L2,Interneuron
BAIAP3,Interneuron
LPPR3,Interneuron
C17orf53,Interneuron
BCAT1,Interneuron
BEAN1,Interneuron
BLCAP,Interneuron
BMP3,Interneuron
BTBD11,Interneuron
BTBD2,Interneuron
C1QL1,Interneuron
CACNG5,Interneuron
CALB2,Interneuron
CALCB,Interneuron
CAMK2D,Interneuron
CCNH,Interneuron
CDH7,Interneuron
CDS2,Interneuron
CIB2,Interneuron
CIDEA,Interneuron
CILP2,Interneuron
CLNK,Interneuron
CLRN1,Interneuron
CNR1,Interneuron
CNTN5,Interneuron
CNTNAP3,Interneuron
COL19A1,Interneuron
COL25A1,Interneuron
COL26A1,Interneuron
COPRS,Interneuron
COX7B,Interneuron
CRABP1,Interneuron
CRHBP,Interneuron
CUL7,Interneuron
CXADR,Interneuron
FAM127A,Interneuron
CYGB,Interneuron
DCAF7,Interneuron
DIRAS1,Interneuron
DLAT,Interneuron
DLEU7,Interneuron
DLX1,Interneuron
DLX2,Interneuron
DLX6,Interneuron
DNAJC12,Interneuron
DNAJC27,Interneuron
DNAJC5,Interneuron
DNAJC6,Interneuron
DNM3,Interneuron
DPYSL4,Interneuron
DPYSL5,Interneuron
DYNLL2,Interneuron
LPPR1,Interneuron
ECE2,Interneuron
EEPD1,Interneuron
EGLN3,Interneuron
EIF4A2,Interneuron
ELAVL2,Interneuron
ELFN1,Interneuron
ELMO1,Interneuron
ELOVL4,Interneuron
EMC9,Interneuron
EME2,Interneuron
ENTPD3,Interneuron
EPB41L1,Interneuron
EVL,Interneuron
FAIM2,Interneuron
FAM20C,Interneuron
FAM216A,Interneuron
FAM63B,Interneuron
FGF11,Interneuron
FGF18,Interneuron
FLOT1,Interneuron
FLRT3,Interneuron
FOXRED2,Interneuron
FRMD7,Interneuron
FSTL5,Interneuron
GABARAPL1,Interneuron
GAD1,Interneuron
GAD2,Interneuron
GATSL2,Interneuron
GFPT2,Interneuron
GIPC2,Interneuron
GLDN,Interneuron
GNAS,Interneuron
GNG4,Interneuron
GNL1,Interneuron
GNL3L,Interneuron
GOT2,Interneuron
GPR123,Interneuron
GPR176,Interneuron
GPR3,Interneuron
GRIA4,Interneuron
GRIK1,Interneuron
GRIK2,Interneuron
GRIP1,Interneuron
GRPR,Interneuron
HDAC6,Interneuron
HDAC9,Interneuron
HDGFRP3,Interneuron
HEXIM2,Interneuron
HMGA1,Interneuron
HMGCLL1,Interneuron
HRH2,Interneuron
HTR2C,Interneuron
HTR3A,Interneuron
HTR5A,Interneuron
IGLON5,Interneuron
IGSF10,Interneuron
IGSF3,Interneuron
IMPACT,Interneuron
ISOC1,Interneuron
ITGA3,Interneuron
KCNA3,Interneuron
KCNC1,Interneuron
KCND3,Interneuron
KCNH2,Interneuron
KCNIP1,Interneuron
KCNMB2,Interneuron
KCTD6,Interneuron
KCTD8,Interneuron
KLHDC2,Interneuron
KLHL29,Interneuron
KLHL32,Interneuron
KRT73,Interneuron
LANCL3,Interneuron
LDOC1,Interneuron
LHFPL3,Interneuron
LHFPL5,Interneuron
LIG1,Interneuron
LIMK1,Interneuron
LRP12,Interneuron
LYPD6,Interneuron
LYSMD4,Interneuron
MAGED2,Interneuron
MAGEE1,Interneuron
MAGI1,Interneuron
MAP3K9,Interneuron
MAP7D2,Interneuron
MAPK8,Interneuron
MAPK9,Interneuron
MARCH9,Interneuron
MCF2,Interneuron
MGAT5B,Interneuron
MICU3,Interneuron
MID2,Interneuron
MME,Interneuron
MRAP2,Interneuron
MUM1L1,Interneuron
MYH13,Interneuron
MYO16,Interneuron
MYO3B,Interneuron
MYPOP,Interneuron
"NALCN",Interneuron
"NAP1L3",Interneuron
"NAP1L5",Interneuron
NEB,Interneuron
NECAB1,Interneuron
NECAB2,Interneuron
NETO1,Interneuron
NGF,Interneuron
NKRF,Interneuron
NNMT,Interneuron
NPAS1,Interneuron
NPY,Interneuron
NRIP3,Interneuron
NRTN,Interneuron
NUDT11,Interneuron
NXPH1,Interneuron
OPTN,Interneuron
OSBPL8,Interneuron
OXR1,Interneuron
OXTR,Interneuron
PAFAH1B3,Interneuron
PAM,Interneuron
PANX1,Interneuron
PAPPA,Interneuron
PARM1,Interneuron
PCDHA6,Interneuron
PCDHB6,Interneuron
PCDHB3,Interneuron
PCLO,Interneuron
PDXK,Interneuron
PEBP1,Interneuron
PEG3,Interneuron
PIP5KL1,Interneuron
PITPNM1,Interneuron
PLEKHB2,Interneuron
PLEKHD1,Interneuron
PLXNA3,Interneuron
PM20D2,Interneuron
PNOC,Interneuron
PODXL2,Interneuron
POLR2M,Interneuron
POMGNT2,Interneuron
PPIF,Interneuron
PPM1H,Interneuron
PPP1R26,Interneuron
PPP1R2,Interneuron
PRMT2,Interneuron
PRRT4,Interneuron
PTGER2,Interneuron
PTHLH,Interneuron
PTPN20B,Interneuron
PTPRO,Interneuron
PTTG1,Interneuron
PURB,Interneuron
PVRL4,Interneuron
RAB3B,Interneuron
RAB6A,Interneuron
RACGAP1,Interneuron
RASSF5,Interneuron
RBP4,Interneuron
RELN,Interneuron
RESP18,Interneuron
RHBDL1,Interneuron
RHOV,Interneuron
RIMKLB,Interneuron
RNF14,Interneuron
RPP25,Interneuron
RPS6KA6,Interneuron
RUFY3,Interneuron
RXFP1,Interneuron
RXFP3,Interneuron
RXRA,Interneuron
SAMD10,Interneuron
SAMD14,Interneuron
SARM1,Interneuron
SCN5A,Interneuron
SCN9A,Interneuron
SEMA4G,Interneuron
SEMA6C,Interneuron
