cell_type,gene_symbol
Endothelial,Luzp1
Endothelial,Ly6c1
Endothelial,Ly6c2
Endothelial,Ly6f
Endothelial,Ly75
Endothelial,Macf1
Endothelial,Man2a1
Endothelial,Maoa
Endothelial,Map3k3
Endothelial,Map4k2
Endothelial,Megf6
Endothelial,Mfsd7c
Endothelial,Midn
Endothelial,Mill2
Endothelial,Mknk2
Endothelial,Mmrn2
Endothelial,Mospd1
Endothelial,Mxd4
Endothelial,Myct1
Endothelial,Myl12b
Endothelial,N4bp3
Endothelial,Nampt
Endothelial,Nasp
Endothelial,Nebl
Endothelial,Nmi
Endothelial,Nomo1
Endothelial,Nostrin
Endothelial,Noxo1
Endothelial,Oasl2
Endothelial,Pabpc1
Endothelial,Palmd
Endothelial,Pcdh12
Endothelial,Pcdh1
Endothelial,Pecam1
Endothelial,Pelo
Endothelial,Pggt1b
Endothelial,Pglyrp1
Endothelial,Pgm1
Endothelial,Pgm5
Endothelial,Piezo2
Endothelial,Pik3r6
Endothelial,Pir
Endothelial,Pkd2
Endothelial,Pkn3
Endothelial,Plp2
Endothelial,Podxl
Endothelial,Polk
Endothelial,Poll
Endothelial,Ppfibp1
Endothelial,Pqlc1
Endothelial,Prkd2
Endothelial,Prnd
Endothelial,Prom1
Endothelial,Proser2
Endothelial,Psme2b
Endothelial,Ptpn12
Endothelial,Ptprb
Endothelial,Ptprr
Endothelial,Pvr
Endothelial,Rai14
Endothelial,Ramp2
Endothelial,Rapgef4
Endothelial,Rasip1
Endothelial,Rbl1
Endothelial,Reck
Endothelial,Rgl2
Endothelial,Rhbdl2
Endothelial,Rims1_loc2
Endothelial,Rnf125
Endothelial,Robo4
Endothelial,Rpl11
Endothelial,Rpl23
Endothelial,Rpl27
Endothelial,Rpl38
Endothelial,Rpl41
Endothelial,Rpl9
Endothelial,Rps18
Endothelial,Rps19
Endothelial,Rps26
Endothelial,Rps6
Endothelial,Rrp8
Endothelial,Sbno2
Endothelial,Scarb1
Endothelial,Scarf1
Endothelial,Scube2
Endothelial,Sema7a
Endothelial,Serpinb9
Endothelial,Sgms1
Endothelial,Sgpp2
Endothelial,Sh2d3c
Endothelial,Sh3d21
Endothelial,Sh3glb1
Endothelial,She
Endothelial,Shroom1
Endothelial,Sigirr
Endothelial,Sipa1l2
Endothelial,Slc16a1
Endothelial,Slc22a8
Endothelial,Slc25a24
Endothelial,Slc30a1
Endothelial,Slc35f2
Endothelial,Slc38a5
Endothelial,Slc3a2
Endothelial,Slc6a20a
Endothelial,Slc6a6
Endothelial,Slc7a1
Endothelial,Slc7a5
Endothelial,Slco1a4
Endothelial,Slco5a1
Endothelial,Smad1
Endothelial,Smc4
Endothelial,Smurf2
Endothelial,Snai2
Endothelial,Snora75
Endothelial,Sox17
Endothelial,Sox18
Endothelial,Sox4
Endothelial,Sox7
Endothelial,Sp1
Endothelial,Spock2
Endothelial,Sptbn1
Endothelial,Srgap1
Endothelial,St6galnac2
Endothelial,St8sia4
Endothelial,Stap2
Endothelial,Stard4
Endothelial,Stat1
Endothelial,Stk38
Endothelial,Stra6
Endothelial,Stt3a
Endothelial,Svil
Endothelial,Tap1
Endothelial,Tapbpl
Endothelial,Tbc1d2
Endothelial,Tcf3
Endothelial,Tcf7
Endothelial,Tdrp
Endothelial,Tead2
Endothelial,Tek
Endothelial,Tes
Endothelial,Tfrc
Endothelial,Timeless
Endothelial,Tjp1
Endothelial,Tmem184b
Endothelial,Tmem252
Endothelial,Tmem88
Endothelial,Tmod3
Endothelial,Tnfrsf23
Endothelial,Tnfsf10
Endothelial,Tpd52l1
Endothelial,Tpk1
Endothelial,Tspan18
Endothelial,Ttc32
Endothelial,Unc45b
Endothelial,Ushbp1
Endothelial,Usp18
Endothelial,Vegfc
Endothelial,Vgll4
Endothelial,Vsig10
Endothelial,Vwa1
Endothelial,Zap70
Endothelial,Zfp69
Endothelial,Zfp820
Endothelial,Zic3
S1 Pyramidal,1110008P14Rik
S1 Pyramidal,1700007P06Rik
S1 Pyramidal,2210408F21Rik
S1 Pyramidal,2810408I11Rik
S1 Pyramidal,3110047P20Rik
S1 Pyramidal,3110079O15Rik
S1 Pyramidal,4930412C18Rik
S1 Pyramidal,4930429B21Rik
S1 Pyramidal,4933409K07Rik_loc2
S1 Pyramidal,4933409K07Rik_loc3
S1 Pyramidal,4933409K07Rik_loc4
S1 Pyramidal,6430584L05Rik
S1 Pyramidal,9330179D12Rik
S1 Pyramidal,A830009L08Rik
S1 Pyramidal,A830010M20Rik
S1 Pyramidal,Abi3bp
S1 Pyramidal,Adcyap1
S1 Pyramidal,Adrb1
S1 Pyramidal,Agbl4
S1 Pyramidal,Akap6
S1 Pyramidal,Ankrd13d
S1 Pyramidal,Apoa1
S1 Pyramidal,Arg2
S1 Pyramidal,Arhgap15
S1 Pyramidal,Arhgap20
S1 Pyramidal,Arhgap32
S1 Pyramidal,Arl4d
S1 Pyramidal,Arpp19
S1 Pyramidal,Arpp21
S1 Pyramidal,Asap1
S1 Pyramidal,Atp1a1
S1 Pyramidal,Atp2a2
S1 Pyramidal,Atp2b2
S1 Pyramidal,Atp6v1d
S1 Pyramidal,AU023762
S1 Pyramidal,AW495222
S1 Pyramidal,B230216N24Rik
S1 Pyramidal,B230217O12Rik
S1 Pyramidal,B4galt2
S1 Pyramidal,Bai1
S1 Pyramidal,BC048546
S1 Pyramidal,BC051226
S1 Pyramidal,Bsn
S1 Pyramidal,C030013G03Rik
S1 Pyramidal,C2cd4c
S1 Pyramidal,C630020P19Rik
S1 Pyramidal,C730002L08Rik
S1 Pyramidal,C77080
S1 Pyramidal,Cabp1
S1 Pyramidal,Cacna1a
S1 Pyramidal,Cacna1i
S1 Pyramidal,Cacnb3
S1 Pyramidal,Cadm3
S1 Pyramidal,Calml3
S1 Pyramidal,Camk2n1
S1 Pyramidal,Camkk2
S1 Pyramidal,Car10
S1 Pyramidal,Cckbr
S1 Pyramidal,Ccl19_loc1
S1 Pyramidal,Ccl19_loc2
S1 Pyramidal,Ccl27a_loc1
S1 Pyramidal,Ccl27a_loc2
S1 Pyramidal,Ccl27b_loc2
S1 Pyramidal,Cdh18
S1 Pyramidal,Chrm4
S1 Pyramidal,Cish
S1 Pyramidal,Cldn26
S1 Pyramidal,Cmpk2
S1 Pyramidal,Cntnap5a
S1 Pyramidal,Cobl
S1 Pyramidal,Col5a1
S1 Pyramidal,Col6a1
S1 Pyramidal,Coro2a
S1 Pyramidal,Cpa2
S1 Pyramidal,Cpne9
S1 Pyramidal,Crhr1
S1 Pyramidal,Cst6
S1 Pyramidal,Cstad
S1 Pyramidal,Cux1
S1 Pyramidal,Cwh43
S1 Pyramidal,Cyp26b1
S1 Pyramidal,D430041D05Rik
S1 Pyramidal,Dact2
S1 Pyramidal,Dkkl1
S1 Pyramidal,Doc2a
S1 Pyramidal,Dock3
S1 Pyramidal,Dtl
S1 Pyramidal,E130012A19Rik
S1 Pyramidal,E130309D14Rik
S1 Pyramidal,E2f1
S1 Pyramidal,Emx1
S1 Pyramidal,Epha8
S1 Pyramidal,Erc2
S1 Pyramidal,Evi5
S1 Pyramidal,Exph5
S1 Pyramidal,Fam171a2
S1 Pyramidal,Fap
S1 Pyramidal,Fbxl2
S1 Pyramidal,Fhod3
S1 Pyramidal,Fndc9
S1 Pyramidal,Foxp2
S1 Pyramidal,Frzb
S1 Pyramidal,Fst
S1 Pyramidal,Fstl4
S1 Pyramidal,Gabbr2
S1 Pyramidal,Galt
S1 Pyramidal,Gdpd5
S1 Pyramidal,Gfra2
S1 Pyramidal,Gm10432
S1 Pyramidal,Gm11549
S1 Pyramidal,Gm12360
S1 Pyramidal,Gm13298_loc1
S1 Pyramidal,Gm13298_loc2
S1 Pyramidal,Gm13298_loc3
S1 Pyramidal,Gm13298_loc4
S1 Pyramidal,Gm13306_loc4
S1 Pyramidal,Gm13308_loc1
S1 Pyramidal,Gm13308_loc4
S1 Pyramidal,Gm13446
S1 Pyramidal,Gm1976
S1 Pyramidal,Gm20063
S1 Pyramidal,Gm20878_loc1
S1 Pyramidal,Gm20878_loc4
S1 Pyramidal,Gm21586_loc1
S1 Pyramidal,Gm2694
S1 Pyramidal,Gm3230
S1 Pyramidal,Gm5468
S1 Pyramidal,Gm9899
S1 Pyramidal,Golga7b
S1 Pyramidal,Gp1bb
S1 Pyramidal,Gpr133
S1 Pyramidal,Gpr153
S1 Pyramidal,Gpr26
S1 Pyramidal,Gpr88
S1 Pyramidal,Grik3
S1 Pyramidal,Grm2
S1 Pyramidal,Grm8
S1 Pyramidal,Gsg1l
S1 Pyramidal,Gtdc1
S1 Pyramidal,Gucy2g
S1 Pyramidal,Hbq1a
S1 Pyramidal,Hbq1b
S1 Pyramidal,Hkdc1
S1 Pyramidal,Hs3st2
S1 Pyramidal,Htr1f
S1 Pyramidal,Htr2a
S1 Pyramidal,Igsf21
S1 Pyramidal,Igsf9
S1 Pyramidal,Il12a
S1 Pyramidal,Il1rapl1
S1 Pyramidal,Il1rapl2
S1 Pyramidal,Ildr2
S1 Pyramidal,Ipcef1
S1 Pyramidal,Islr2
S1 Pyramidal,Josd1
S1 Pyramidal,Kazald1
S1 Pyramidal,Kcnh1
S1 Pyramidal,Kcnh4
S1 Pyramidal,Kcnh5
S1 Pyramidal,Kcnh7
S1 Pyramidal,Kcnj11
S1 Pyramidal,Kcnj9
S1 Pyramidal,Kcnk4
S1 Pyramidal,Kcns1
S1 Pyramidal,Kcnt1
S1 Pyramidal,Kcnt2
S1 Pyramidal,Kifc2
S1 Pyramidal,Klhdc8a
S1 Pyramidal,Klhl1
S1 Pyramidal,Klhl40
S1 Pyramidal,Krt12
S1 Pyramidal,Krt222
S1 Pyramidal,Lars2
S1 Pyramidal,LOC100861978_loc3
S1 Pyramidal,LOC100861978_loc4
S1 Pyramidal,Lpcat4
S1 Pyramidal,Lrrk2
S1 Pyramidal,Lsm11
S1 Pyramidal,Ly6g6e
S1 Pyramidal,Mapk11
S1 Pyramidal,Mapk12
S1 Pyramidal,Mat2b
S1 Pyramidal,Mctp1
S1 Pyramidal,Medag
S1 Pyramidal,Mef2c
S1 Pyramidal,Mgat4c
S1 Pyramidal,Mgst3
S1 Pyramidal,Mir218-1
S1 Pyramidal,Myh3
S1 Pyramidal,Myl4
S1 Pyramidal,Myrip
S1 Pyramidal,Necab3
S1 Pyramidal,Negr1
S1 Pyramidal,Neu2
S1 Pyramidal,Nkiras1
S1 Pyramidal,Nkx3-1
S1 Pyramidal,Nme1
S1 Pyramidal,Nmnat3
S1 Pyramidal,Npnt
S1 Pyramidal,Ntn5
S1 Pyramidal,Ntsr1
S1 Pyramidal,Numb
S1 Pyramidal,Nxph3
S1 Pyramidal,Ocm
S1 Pyramidal,Opn3
S1 Pyramidal,Oprk1
S1 Pyramidal,Osbp2
S1 Pyramidal,Osbpl1a
S1 Pyramidal,Otud3
S1 Pyramidal,Ovol2
S1 Pyramidal,Pacs1
S1 Pyramidal,Pak1
S1 Pyramidal,Pak7
S1 Pyramidal,Pcdh7
S1 Pyramidal,Pcdhac1
S1 Pyramidal,Pcp4
S1 Pyramidal,Pcsk5
S1 Pyramidal,Pde1b
S1 Pyramidal,Pde8b
S1 Pyramidal,Pdzrn3
S1 Pyramidal,Pfkp
S1 Pyramidal,Pi4ka
S1 Pyramidal,Pip5k1c
S1 Pyramidal,Plk5
S1 Pyramidal,Pnma1
S1 Pyramidal,Pou6f1
S1 Pyramidal,Pou6f2
S1 Pyramidal,Pparg
S1 Pyramidal,Ppm1l
S1 Pyramidal,Prdm8
S1 Pyramidal,Prkacb
S1 Pyramidal,Prkg2
S1 Pyramidal,Prrt2
S1 Pyramidal,Prrt3
S1 Pyramidal,Psmb10
S1 Pyramidal,Ptprk
S1 Pyramidal,R3hdm2
S1 Pyramidal,Rangap1
S1 Pyramidal,Rap1gap2
S1 Pyramidal,Rasgef1c
S1 Pyramidal,Rprm
S1 Pyramidal,Rps6ka3
S1 Pyramidal,Rragd
S1 Pyramidal,Rspo1
S1 Pyramidal,Rtl1
S1 Pyramidal,Rxfp2
S1 Pyramidal,Samd12
S1 Pyramidal,Scn4b
S1 Pyramidal,Scube1
S1 Pyramidal,Sdk2
S1 Pyramidal,Sec16b
S1 Pyramidal,Sema3a
S1 Pyramidal,Sema5b
S1 Pyramidal,Shf
S1 Pyramidal,Skap1
S1 Pyramidal,Slc16a11
S1 Pyramidal,Slc24a2
S1 Pyramidal,Slco4c1
S1 Pyramidal,Slit2
S1 Pyramidal,Sox5
S1 Pyramidal,Srpx2
S1 Pyramidal,Sstr2
S1 Pyramidal,St3gal5
S1 Pyramidal,Stard10
S1 Pyramidal,Stat4
S1 Pyramidal,Strbp
S1 Pyramidal,Stx1a
S1 Pyramidal,Sult2b1
S1 Pyramidal,Tbr1
S1 Pyramidal,Tcap
S1 Pyramidal,Tex40
S1 Pyramidal,Tiam2
S1 Pyramidal,Tle4
S1 Pyramidal,Tmem132a
S1 Pyramidal,Tmem132d
S1 Pyramidal,Tmem178
S1 Pyramidal,Tmem215
S1 Pyramidal,Tmem40
S1 Pyramidal,Tmem74b
S1 Pyramidal,Tnnc1
S1 Pyramidal,Tpbg
S1 Pyramidal,Trhde
S1 Pyramidal,Trhr
S1 Pyramidal,Tsnax
S1 Pyramidal,Tspan11
S1 Pyramidal,Ttl
S1 Pyramidal,Txnrd2
S1 Pyramidal,Uchl5
S1 Pyramidal,Usmg5
S1 Pyramidal,Vopp1
S1 Pyramidal,Vwa5b2
S1 Pyramidal,Wisp1
S1 Pyramidal,Wnt10a
S1 Pyramidal,Zfp367
Astrocyte,1110054M08Rik
Astrocyte,2610017I09Rik
Astrocyte,2610100L16Rik
Astrocyte,2900052N01Rik
Astrocyte,9630001P10Rik
Astrocyte,Aass
Astrocyte,Abcb9
Astrocyte,Abhd1
Astrocyte,Acadvl
Astrocyte,Acot11
Astrocyte,Acsbg1
Astrocyte,Acsl3
Astrocyte,Acsl6
Astrocyte,Acss1
Astrocyte,Acss2
Astrocyte,Adcy2
Astrocyte,Add3
Astrocyte,Adk
Astrocyte,Agl
Astrocyte,Agpat3
Astrocyte,Agpat5
Astrocyte,Ahcyl1
Astrocyte,Aifm2
Astrocyte,Ak3
Astrocyte,Akt2
Astrocyte,Aldh7a1
Astrocyte,Aldoc
Astrocyte,Alpk1
Astrocyte,Amer2
Astrocyte,Ampd3
Astrocyte,Amt
Astrocyte,Arhgef10l
Astrocyte,Aspg
Astrocyte,Atl2
Astrocyte,Atoh8
Astrocyte,B230209K01Rik
Astrocyte,B3galtl
Astrocyte,Baalc
Astrocyte,Bmp7
Astrocyte,Bmpr1a
Astrocyte,Bmpr1b
Astrocyte,C030037D09Rik
Astrocyte,Capn2
Astrocyte,Car5b
Astrocyte,Car8
Astrocyte,Cbr3
Astrocyte,Cecr2
Astrocyte,Chi3l1
Astrocyte,Chrdl1
Astrocyte,Chst11
Astrocyte,Chst2
Astrocyte,Ckb
Astrocyte,Cldn10
Astrocyte,Clybl
Astrocyte,Cmbl
Astrocyte,Cml1
Astrocyte,Cmya5
Astrocyte,Cntfr
Astrocyte,Col16a1
Astrocyte,Cry2
Astrocyte,Cspg5
Astrocyte,Cth
Astrocyte,Ctnnbip1
Astrocyte,Cyp2j9
Astrocyte,Cyp4f14
Astrocyte,Cyp4v3
Astrocyte,Cyp7b1
Astrocyte,D030047H15Rik
Astrocyte,D630003M21Rik
Astrocyte,D630033O11Rik
Astrocyte,Dbx2
Astrocyte,Dhrs4
Astrocyte,Dhrs7
Astrocyte,Dscr3
Astrocyte,Dtna
Astrocyte,Dtx1
Astrocyte,Dzip1l
Astrocyte,E030003E18Rik
Astrocyte,Elmo2
Astrocyte,Elovl2
Astrocyte,Epb4.1l5
Astrocyte,Ephx2
Astrocyte,Exoc3l4
Astrocyte,Eya1
Astrocyte,Fabp7
Astrocyte,Fam107a
Astrocyte,Fam161b
Astrocyte,Fam181a
Astrocyte,Fam184a
Astrocyte,Fam184b
Astrocyte,Fam198a
Astrocyte,Fam213a
Astrocyte,Farp1
Astrocyte,Fbrsl1
Astrocyte,Fbxo2
Astrocyte,Fgfbp3
Astrocyte,Fhit
Astrocyte,Fmn2
Astrocyte,Frem2
Astrocyte,Frmpd1
Astrocyte,Fzd10
Astrocyte,Fzd8
Astrocyte,Fzd9
Astrocyte,Gabrg1
Astrocyte,Galnt4
Astrocyte,Gfap
Astrocyte,Gldc
Astrocyte,Gli2
Astrocyte,Glud1
Astrocyte,Gm11696
Astrocyte,Gm20751
Astrocyte,Gm266
Astrocyte,Gm2a
Astrocyte,Gpam
Astrocyte,Gpc2
Astrocyte,Gpc6
Astrocyte,Gstm3
Astrocyte,Gucy2e
Astrocyte,Gyk
Astrocyte,Gys1
Astrocyte,Hadhb
Astrocyte,Hdac8
Astrocyte,Heph
Astrocyte,Hey1
Astrocyte,Hif3a
Astrocyte,Hist1h2bm
Astrocyte,Hsd11b1
Astrocyte,Hsdl2
Astrocyte,Htra1
Astrocyte,Igdcc4
Astrocyte,Il33
Astrocyte,Isoc2a
Astrocyte,Ivd
Astrocyte,Kcng4
Astrocyte,Kifc5b
Astrocyte,L2hgdh
Astrocyte,Lgi4
Astrocyte,Lgr4
Astrocyte,Lpcat3
Astrocyte,Lrig1
Astrocyte,Lrp10
Astrocyte,Lrp4
Astrocyte,Lrrc16a
Astrocyte,Lrrc2
Astrocyte,Lrrc8a
Astrocyte,Lsamp
Astrocyte,Luzp2
Astrocyte,Lxn
Astrocyte,Mapkapk3
Astrocyte,March2
Astrocyte,Mfap3l
Astrocyte,Mmgt2
Astrocyte,Mpv17l2
Astrocyte,Muc1
Astrocyte,Nadk2
Astrocyte,Nat6
Astrocyte,Nat8
Astrocyte,Ncan
Astrocyte,Nckap5
Astrocyte,Nim1
Astrocyte,Nphs1
Astrocyte,Ntsr2
Astrocyte,Oat
Astrocyte,Pag1
Astrocyte,Paqr7
Astrocyte,Paqr8
Astrocyte,Pcdhgc3
Astrocyte,Pced1b
Astrocyte,Pdgfrl
Astrocyte,Peli2
Astrocyte,Pgm2
Astrocyte,Polr3h
Astrocyte,Ppp1r14b
Astrocyte,Ppp1r3d
Astrocyte,Ppp1r3g
Astrocyte,Prdx6b
Astrocyte,Prkd1
Astrocyte,Proca1
Astrocyte,Ptplb
Astrocyte,Rab34
Astrocyte,Ranbp3l
Astrocyte,Rasa2
Astrocyte,Rb1
Astrocyte,Rbm20
Astrocyte,Rcn2
Astrocyte,Relt
Astrocyte,Rgma
Astrocyte,Rgs20
Astrocyte,Rlbp1
Astrocyte,Rnf180
Astrocyte,Rom1
Astrocyte,Scara3
Astrocyte,Sdsl
Astrocyte,Sesn3
Astrocyte,Skida1
Astrocyte,Slc12a9
Astrocyte,Slc13a3
Astrocyte,Slc18b1
Astrocyte,Slc1a4
Astrocyte,Slc25a20
Astrocyte,Slc25a33
Astrocyte,Slc26a6
Astrocyte,Slc27a1
Astrocyte,Slc30a10
Astrocyte,Slc36a2
Astrocyte,Slc46a1
Astrocyte,Slc6a11
Astrocyte,Slc7a11
Astrocyte,Slitrk2
Astrocyte,Snord42b
Astrocyte,Snta1
Astrocyte,Spire1
Astrocyte,Spry2
Astrocyte,Spry4
Astrocyte,Src
Astrocyte,Stard6
Astrocyte,Sycp2
Astrocyte,Tfcp2l1
Astrocyte,Thbs4
Astrocyte,Tm7sf2
Astrocyte,Tmem129
Astrocyte,Tmem136
Astrocyte,Tmem218
Astrocyte,Tmie
Astrocyte,Tprkb
Astrocyte,Trps1
Astrocyte,Ttyh1
Astrocyte,Txndc5
Astrocyte,Ubiad1
Astrocyte,Ugp2
Astrocyte,Usp43
Astrocyte,Usp51
Astrocyte,Utp14b
Astrocyte,Wasf3
Astrocyte,Xpr1
Astrocyte,Zdhhc18
Astrocyte,Zfp219
Astrocyte,Zfp687
Astrocyte,Zmpste24
Astrocyte,Znrf3
Mural,1500009L16Rik
Mural,1700120C14Rik
Mural,Accs
Mural,Acta2
Mural,Adamts15
Mural,Adamts16
Mural,Adamts8
Mural,Adamtsl1
Mural,Adcy6
Mural,Airn
Mural,Amigo2
Mural,Ano1
Mural,Aoc3
Mural,Arglu1
Mural,Arhgap10
Mural,Arhgef7
Mural,Arid3b
Mural,Asb2
Mural,AW011738
Mural,BC053749
Mural,Bend3
Mural,Bgn
Mural,Bmp5
Mural,C1qtnf7
Mural,C1rb
Mural,C1s
Mural,C230081A13Rik
Mural,Capn15
Mural,Ces5a
Mural,Cnn1
Mural,Cog7
Mural,Col18a1
Mural,Crip1
Mural,Crispld2
Mural,Crtc3
Mural,Ctnna3
Mural,Des
Mural,Dnah8
Mural,Dok6
Mural,Dstn
Mural,Eif4e3
Mural,Emilin1
Mural,Ephx3
Mural,Errfi1
Mural,Espl1
Mural,Fbxl22
Mural,Fgl2
Mural,Filip1l
Mural,Flna
Mural,Foxs1
Mural,Frk
Mural,Fstl1
Mural,Fzd5
Mural,Gbp6
Mural,Gm12216
Mural,Gm13889
Mural,Gm16845
Mural,Gm19705
Mural,Gm5077
Mural,Gpr20
Mural,Gucd1
Mural,Gucy1b3
Mural,Hspb2
Mural,Il34
Mural,Itga10
Mural,Itga8
Mural,Kctd16
Mural,Kirrel
Mural,Ldb3
Mural,Lgals8
Mural,Lingo4
Mural,Lipg
Mural,Lipo1
Mural,Lmna
Mural,Lmod1
Mural,Map3k7cl
Mural,Marveld1
Mural,Melk
Mural,Mir143hg
Mural,Mnd1
Mural,Mob2
Mural,Moxd1
Mural,Mprip
Mural,Mrvi1
Mural,Mustn1
Mural,Myh11
Mural,Myl9
Mural,Mylk
Mural,Myocd
Mural,Myom1
Mural,Nab1
Mural,Nexn
Mural,Nrip2
Mural,Obscn
Mural,Olfr558
Mural,Olfr78
Mural,P2rx1
Mural,Palld
Mural,Parp8
Mural,Pask
Mural,Pde3a
Mural,Pdlim1
Mural,Pdlim3
Mural,Pgf
Mural,Phtf2
Mural,Pla2r1
Mural,Plce1
Mural,Plec
Mural,Plin4
Mural,Pln
Mural,Polm
Mural,Ppp1r12a
Mural,Prox2
Mural,Ptges3l
Mural,Rasl11a
Mural,Rasl12
Mural,Rccd1
Mural,Rcn3
Mural,Rnu11
Mural,Rock1
Mural,Ror1
Mural,Samd11
Mural,Sapcd2
Mural,Serping1
Mural,Sgca
Mural,Sh3bgr
Mural,Sh3pxd2a
Mural,Six5
Mural,Slc19a1
Mural,Slc38a11
Mural,Slmap
Mural,Smad6
Mural,Snora16a
Mural,St5
Mural,Susd2
Mural,Susd5
Mural,Tagln
Mural,Tgfb1i1
Mural,Tgfb3
Mural,Tmem231
Mural,Tnxb
Mural,Tpm1
Mural,Tpm2
Mural,Trabd2b
Mural,Traf3ip2
Mural,Tshr
Mural,Uba2
Mural,Vstm4
Mural,Whrn
Mural,Wnt5b
Mural,Wtip
Mural,Zak
Mural,Zbtb10
Mural,Zc2hc1a
Mural,Znf41-ps
